timestamp,gpu,util,mem_used,mem_total,power
2026-08-02T19:39:13+09:00,1, 0, 5293, 49140, 114.08
2026-08-02T19:39:43+09:00,0, 100, 11414, 49140, 110.77
2026-08-02T19:39:43+09:00,1, 4, 5293, 49140, 106.92
2026-08-02T19:40:13+09:00,0, 0, 11414, 49140, 152.08
2026-08-02T19:40:13+09:00,1, 0, 5293, 49140, 43.03
2026-08-02T19:40:43+09:00,0, 100, 11414, 49140, 197.84
2026-08-02T19:40:43+09:00,1, 100, 5293, 49140, 192.84
2026-08-02T19:41:13+09:00,0, 0, 11414, 49140, 180.74
2026-08-02T19:41:13+09:00,1, 0, 5293, 49140, 185.30
2026-08-02T19:41:43+09:00,0, 0, 11414, 49140, 110.63
2026-08-02T19:41:43+09:00,1, 0, 5293, 49140, 84.72
2026-08-02T19:42:13+09:00,0, 43, 11414, 49140, 146.33
2026-08-02T19:42:13+09:00,1, 18, 5293, 49140, 150.48
2026-08-02T19:42:43+09:00,0, 0, 11414, 49140, 168.71
2026-08-02T19:42:43+09:00,1, 0, 5293, 49140, 173.23
2026-08-02T19:43:13+09:00,0, 6, 11414, 49140, 167.80
2026-08-02T19:43:13+09:00,1, 0, 5293, 49140, 39.14
2026-08-02T19:43:43+09:00,0, 0, 11414, 49140, 128.69
2026-08-02T19:43:43+09:00,1, 0, 5293, 49140, 139.20
2026-08-02T19:44:13+09:00,0, 0, 11414, 49140, 153.86
2026-08-02T19:44:13+09:00,1, 0, 5293, 49140, 156.75
2026-08-02T19:44:43+09:00,0, 100, 11414, 49140, 221.56
2026-08-02T19:44:43+09:00,1, 100, 5293, 49140, 218.55
2026-08-02T19:45:13+09:00,0, 100, 11414, 49140, 238.93
2026-08-02T19:45:13+09:00,1, 0, 5293, 49140, 237.82
2026-08-02T19:45:43+09:00,0, 100, 11414, 49140, 152.42
2026-08-02T19:45:43+09:00,1, 0, 5293, 49140, 83.36
2026-08-02T19:46:13+09:00,0, 0, 11414, 49140, 79.94
2026-08-02T19:46:13+09:00,1, 0, 5293, 49140, 116.03
2026-08-02T19:46:43+09:00,0, 0, 11414, 49140, 178.54
2026-08-02T19:46:43+09:00,1, 0, 5293, 49140, 175.86
2026-08-02T19:47:13+09:00,0, 0, 11414, 49140, 147.10
2026-08-02T19:47:13+09:00,1, 0, 5293, 49140, 127.78
2026-08-02T19:47:43+09:00,0, 0, 11414, 49140, 88.28
2026-08-02T19:47:43+09:00,1, 0, 5293, 49140, 90.61
2026-08-02T19:48:13+09:00,0, 0, 11414, 49140, 107.40
2026-08-02T19:48:13+09:00,1, 0, 5293, 49140, 132.68
2026-08-02T19:48:43+09:00,0, 0, 11414, 49140, 180.16
2026-08-02T19:48:43+09:00,1, 0, 5293, 49140, 41.89
2026-08-02T19:49:14+09:00,0, 0, 11414, 49140, 228.79
2026-08-02T19:49:14+09:00,1, 0, 5293, 49140, 198.20
2026-08-02T19:49:44+09:00,0, 100, 11414, 49140, 228.52
2026-08-02T19:49:44+09:00,1, 100, 5293, 49140, 234.43
2026-08-02T19:50:14+09:00,0, 100, 11414, 49140, 229.35
2026-08-02T19:50:14+09:00,1, 100, 5293, 49140, 236.37
2026-08-02T19:50:44+09:00,0, 100, 11414, 49140, 229.95
2026-08-02T19:50:44+09:00,1, 100, 5293, 49140, 237.28
2026-08-02T19:51:14+09:00,0, 0, 11414, 49140, 126.69
2026-08-02T19:51:14+09:00,1, 0, 5293, 49140, 109.35
2026-08-02T19:51:44+09:00,0, 100, 11414, 49140, 229.15
2026-08-02T19:51:44+09:00,1, 0, 5293, 49140, 39.13
2026-08-02T19:52:14+09:00,0, 91, 11414, 49140, 205.06
2026-08-02T19:52:14+09:00,1, 100, 5293, 49140, 226.96
2026-08-02T19:52:44+09:00,0, 64, 11414, 49140, 228.91
2026-08-02T19:52:44+09:00,1, 80, 5293, 49140, 235.32
2026-08-02T19:53:14+09:00,0, 0, 11414, 49140, 244.30
2026-08-02T19:53:14+09:00,1, 18, 5293, 49140, 236.21
