#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260803    15:34:52       1    154     83      -    100     43      0      0      0      0   9501    870     41      0   5297      7      0      -      -      0      3      1 
 20260803    15:35:22       0    170     79      -    100     45      0      0      0      0   9501    900     41      0   5992      9      0      -      -      0      3      1 
 20260803    15:35:22       1    167     83      -    100     43      0      0      0      0   9501    885     41      0   5297      7      0      -      -      0      3      1 
 20260803    15:35:52       0    148     79      -    100     46      0      0      0      0   9501    945     40      0   5992      9      0      -      -      0      3      1 
 20260803    15:35:52       1    144     84      -    100     44      0      0      0      0   9501    870     41      0   5297      7      0      -      -      0      3      1 
 20260803    15:36:22       0    191     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    15:36:22       1     39     71      -      0      0      0      0      0      0    405    210      6      0   5297      7      0      -      -      0      0      0 
 20260803    15:36:52       0     96     77      -     77     40      0      0      0      0   9501    930     31      0   5992      9      0      -      -      0      3      1 
 20260803    15:36:52       1     80     76      -      4      0      0      0      0      0   9501   2505     22      0   5297      7      0      -      -      0      3      1 
 20260803    15:37:22       0    155     79      -    100     45      0      0      0      0   9501    915     40      0   5992      9      0      -      -      0      0      0 
 20260803    15:37:22       1    233     77      -     47      9      0      0      0      0   9501   2505     43      0   5297      7      0      -      -      0      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260803    15:37:52       0    230     74      -     18      4      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:37:52       1    235     79      -     83     25      0      0      0      0   9501   2505     40      0   5297      7      0      -      -      0      0      0 
 20260803    15:38:22       0    198     74      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    15:38:22       1    238     79      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    15:38:52       0    201     80      -    100     45      0      0      0      0   9501    900     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:38:52       1     82     76      -      0      0      0      0      0      0   9501   2505     30      0   5297      7      0      -      -      0      0      0 
 20260803    15:39:22       0     91     71      -     71     34      0      0      0      0   9501   1335     32      0   5992      9      0      -      -      0      3      1 
 20260803    15:39:22       1    101     71      -      0      0      0      0      0      0   9501   2730      0      0   5297      7      0      -      -      0      3      1 
 20260803    15:39:53       0    204     79      -    100     45      0      0      0      0   9501    915     42      0   5992      9      0      -      -      0      0      0 
 20260803    15:39:53       1    239     75      -      0      0      0      0      0      0   9501   2505     42      0   5297      7      0      -      -      0      0      0 
 20260803    15:40:23       0    232     73      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:40:23       1    147     77      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    15:40:53       0    116     78      -    100     51      0      0      0      0   9501    900     40      0   5992      9      0      -      -      0      3      1 
 20260803    15:40:53       1    100     78      -     82     41      0      0      0      0   9501   1065     41      0   5297      7      0      -      -      0      3      1 
 20260803    15:41:23       0    167     80      -    100     45      0      0      0      0   9501    885     41      0   5992      9      0      -      -      0      3      1 
 20260803    15:41:23       1    156     84      -    100     43      0      0      0      0   9501    960     42      0   5297      7      0      -      -      0      3      1 
 20260803    15:41:53       0    125     79      -    100     46      0      0      0      0   9501    885     40      0   5992      9      0      -      -      0      3      1 
 20260803    15:41:53       1     40     72      -      0      0      0      0      0      0    405    210     11      0   5297      7      0      -      -      0      0      0 
 20260803    15:42:23       0    173     79      -    100     45      0      0      0      0   9501    885     34      0   5992      9      0      -      -      0      0      0 
 20260803    15:42:23       1    157     79      -    100     45      0      0      0      0   9501    915     21      0   5297      7      0      -      -      0      0      0 
 20260803    15:42:53       0    229     74      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:42:53       1    160     76      -      0      0      0      0      0      0   9501   2505     42      0   5297      7      0      -      -      0      0      0 
 20260803    15:43:23       0    133     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      3      1 
 20260803    15:43:23       1    102     82      -     82     42      0      0      0      0   9501    885     41      0   5297      7      0      -      -      0      3      1 
 20260803    15:43:53       0    206     80      -    100     45      0      0      0      0   9501    885     42      0   5992      9      0      -      -      0     17     86 
 20260803    15:43:53       1    173     84      -    100     43      0      0      0      0   9501    855     43      0   5297      7      0      -      -      0   5526      0 
 20260803    15:44:23       0     87     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      3      1 
 20260803    15:44:23       1     83     77      -      0      0      0      0      0      0   9501   2505     31      0   5297      7      0      -      -      0      0      0 
 20260803    15:44:53       0    152     78      -    100     45      0      0      0      0   9501    915     34      0   5992      9      0      -      -      0      4      2 
 20260803    15:44:53       1    154     76      -    100     46      0      0      0      0   9501    930      0      0   5297      7      0      -      -      0    148   5861 
 20260803    15:45:24       0    245     73      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:45:24       1    231     76      -      0      0      0      0      0      0   9501   2505     42      0   5297      7      0      -      -      0      0      0 
 20260803    15:45:54       0    156     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      3      1 
 20260803    15:45:54       1     96     81      -     78     40      0      0      0      0   9501    930     41      0   5297      7      0      -      -      0      3      1 
 20260803    15:46:24       0    188     80      -    100     45      0      0      0      0   9501    900     41      0   5992      9      0      -      -      0      3      1 
 20260803    15:46:24       1    174     84      -    100     45      0      0      0      0   9501    855     42      0   5297      7      0      -      -      0      3      1 
 20260803    15:46:54       0    244     75      -     54      6      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:46:54       1    235     82      -    100     36      0      0      0      0   9501   2040     42      0   5297      7      0      -      -      0      0      0 
 20260803    15:47:24       0    212     80      -    100     45      0      0      0      0   9501    900     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:47:24       1     40     72      -      0      0      0      0      0      0    405    210      9      0   5297      7      0      -      -      0      0      0 
 20260803    15:47:54       0    230     79      -     83     25      0      0      0      0   9501   1575     34      0   5992      9      0      -      -      0      0      0 
 20260803    15:47:54       1    202     79      -    100     46      0      0      0      0   9501    915     22      0   5297      7      0      -      -      0      0      0 
 20260803    15:48:24       0    190     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    15:48:24       1    124     76      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260803    15:48:54       0    117     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      3      1 
 20260803    15:48:54       1    136     83      -    100     43      0      0      0      0   9501    900     42      0   5297      7      0      -      -      0      3      1 
 20260803    15:49:24       0    231     75      -     43      6      0      0      0      0   9501   2505     43      0   5992      9      0      -      -      0      0      0 
 20260803    15:49:24       1    235     84      -     98     33      0      0      0      0   9501   1080     42      0   5297      7      0      -      -      0      0      0 
 20260803    15:49:54       0    129     79      -    100     46      0      0      0      0   9501    930     40      0   5992      9      0      -      -      0      3      1 
 20260803    15:49:54       1     83     76      -      0      0      0      0      0      0   9501   2505     30      0   5297      7      0      -      -      0      0      0 
 20260803    15:50:24       0    146     77      -    100     46      0      0      0      0   9501   1020     34      0   5992      9      0      -      -      0      3      1 
 20260803    15:50:24       1    146     77      -    100     46      0      0      0      0   9501    930      0      0   5297      7      0      -      -      0      3      1 
 20260803    15:50:55       0    230     73      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:50:55       1    232     75      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    15:51:25       0    154     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      3      1 
 20260803    15:51:25       1     98     81      -     82     42      0      0      0      0   9501    885     40      0   5297      7      0      -      -      0      3      1 
 20260803    15:51:55       0    116     78      -     71     34      0      0      0      0   9501    915     40      0   5992      9      0      -      -      0      3      1 
 20260803    15:51:55       1    183     84      -    100     44      0      0      0      0   9501    855     42      0   5297      7      0      -      -      0      3      2 
 20260803    15:52:25       0    231     74      -      0      0      0      0      0      0   9501   2505     42      0   5992      9      0      -      -      0      0      0 
 20260803    15:52:25       1    237     80      -     57     13      0      0      0      0   9501   2505     42      0   5297      7      0      -      -      0      0      0 
 20260803    15:52:55       0    230     80      -     58     17      0      0      0      0   9501   2370     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:52:55       1     40     72      -      0      0      0      0      0      0    405    210      9      0   5297      7      0      -      -      0      0      0 
 20260803    15:53:25       0    230     74      -      0      0      0      0      0      0   9501   2505     33      0   5992      9      0      -      -      0      0      0 
 20260803    15:53:25       1    229     75      -      0      0      0      0      0      0   9501   2505     22      0   5297      7      0      -      -      0      0      0 
 20260803    15:53:55       0    140     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      4      1 
 20260803    15:53:55       1    154     76      -      0      0      0      0      0      0   9501   2505     40      0   5297      7      0      -      -      0      4      1 
 20260803    15:54:25       0    125     79      -    100     46      0      0      0      0   9501    915     40      0   5992      9      0      -      -      0      3      3 
 20260803    15:54:25       1    211     84      -    100     44      0      0      0      0   9501    870     43      0   5297      7      0      -      -      0     17   1392 
 20260803    15:54:55       0    241     74      -      0      0      0      0      0      0   9501   2505     42      0   5992      9      0      -      -      0      0      0 
 20260803    15:54:55       1    237     79      -      0      0      0      0      0      0   9501   2505     42      0   5297      7      0      -      -      0      0      0 
 20260803    15:55:25       0    160     80      -    100     45      0      0      0      0   9501    885     40      0   5992      9      0      -      -      0      3      1 
 20260803    15:55:25       1     83     76      -      0      0      0      0      0      0   9501   2505     30      0   5297      7      0      -      -      0      0      0 
 20260803    15:55:55       0    227     74      -     50     11      0      0      0      0   9501   2505     35      0   5992      9      0      -      -      0      0      0 
 20260803    15:55:55       1    233     74      -     96     32      0      0      0      0   9501   2460      2      0   5297      7      0      -      -      0      0      0 
 20260803    15:56:26       0    132     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      5      1 
 20260803    15:56:26       1    164     75      -      0      0      0      0      0      0   9501   2505     40      0   5297      7      0      -      -      0      4      1 
 20260803    15:56:56       0    136     78      -    100     45      0      0      0      0   9501    900     41      0   5992      9      0      -      -      0      3      1 
 20260803    15:56:56       1    104     81      -     91     47      0      0      0      0   9501    885     41      0   5297      7      0      -      -      0      4      1 
 20260803    15:57:26       0    214     80      -    100     45      0      0      0      0   9501    930     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:57:26       1    236     79      -      0      0      0      0      0      0   9501   2505     44      0   5297      7      0      -      -      0      0      0 
 20260803    15:57:56       0    160     73      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:57:56       1    177     79      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    15:58:26       0    213     74      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:58:26       1     40     72      -      0      0      0      0      0      0    405    210      9      0   5297      7      0      -      -      0      0      0 
 20260803    15:58:56       0     85     73      -      0      0      0      0      0      0   9501   2505     36      0   5992      9      0      -      -      0      4      1 
 20260803    15:58:56       1    101     73      -      0      0      0      0      0      0   9501   2505     25      0   5297      7      0      -      -      0      3      1 
 20260803    15:59:26       0    207     79      -    100     45      0      0      0      0   9501    915     42      0   5992      9      0      -      -      0      0      0 
 20260803    15:59:26       1    192     82      -    100     45      0      0      0      0   9501    870     42      0   5297      7      0      -      -      0      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260803    15:59:56       0    237     74      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    15:59:56       1    155     78      -      0      0      0      0      0      0   9501   2505     42      0   5297      7      0      -      -      0      0      0 
 20260803    16:00:26       0    202     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:00:26       1    119     78      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0   9984    151 
 20260803    16:00:56       0    188     74      -      0      0      0      0      0      0   9501   2505     42      0   5992      9      0      -      -      0      0      0 
 20260803    16:00:56       1     82     76      -      0      0      0      0      0      0   9501   2505     27      0   5297      7      0      -      -      0      0      0 
 20260803    16:01:26       0    132     72      -      0      0      0      0      0      0   9501   2505     33      0   5992      9      0      -      -      0      0      0 
 20260803    16:01:26       1    160     72      -      0      0      0      0      0      0   9501   2505      4      0   5297      7      0      -      -      0      0      0 
 20260803    16:01:56       0    139     78      -    100     46      0      0      0      0   9501    930     41      0   5992      9      0      -      -      0      3      1 
 20260803    16:01:56       1    106     80      -    100     59      0      0      0      0   9501    900     40      0   5297      7      0      -      -      0      3      1 
 20260803    16:02:27       0    230     79      -     98     34      0      0      0      0   9501   1875     41      0   5992      9      0      -      -      0      0      0 
 20260803    16:02:27       1    223     82      -    100     44      0      0      0      0   9501    885     43      0   5297      7      0      -      -      0      0      0 
 20260803    16:02:57       0    232     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:02:57       1    145     78      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:03:27       0    178     73      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      6      1 
 20260803    16:03:27       1    111     78      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      3      1 
 20260803    16:03:57       0    230     73      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    16:03:57       1     39     71      -      0      0      0      0      0      0    405    210      6      0   5297      7      0      -      -      0      0      0 
 20260803    16:04:27       0    177     78      -    100     46      0      0      0      0   9501    900     32      0   5992      9      0      -      -      0     17   5910 
 20260803    16:04:27       1    164     79      -    100     45      0      0      0      0   9501    900     23      0   5297      7      0      -      -      0      0      0 
 20260803    16:04:57       0    231     73      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    16:04:57       1    243     76      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:05:27       0    109     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      4      1 
 20260803    16:05:27       1    146     77      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      3      1 
 20260803    16:05:57       0    130     78      -    100     46      0      0      0      0   9501    900     41      0   5992      9      0      -      -      0      3      1 
 20260803    16:05:57       1    200     84      -    100     43      0      0      0      0   9501    855     43      0   5297      7      0      -      -      0     13      3 
 20260803    16:06:27       0    109     73      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0    460 
 20260803    16:06:27       1     82     76      -      0      0      0      0      0      0   9501   2505     28      0   5297      7      0      -      -      0      0      0 
 20260803    16:06:57       0    229     72      -      0      0      0      0      0      0   9501   2505     34      0   5992      9      0      -      -      0      0      0 
 20260803    16:06:57       1    236     72      -      0      0      0      0      0      0   9501   2550      2      0   5297      7      0      -      -      0      0      0 
 20260803    16:07:27       0    113     72      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      3      1 
 20260803    16:07:27       1    103     74      -      0      0      0      0      0      0   9501   2505     40      0   5297      7      0      -      -      0      3      1 
 20260803    16:07:58       0    179     79      -    100     47      0      0      0      0   9501    900     41      0   5992      9      0      -      -      0      0      0 
 20260803    16:07:58       1    167     82      -    100     44      0      0      0      0   9501    885     42      0   5297      7      0      -      -      0      0      0 
 20260803    16:08:28       0    231     75      -     33      4      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    16:08:28       1    236     84      -     96     29      0      0      0      0   9501   1785     42      0   5297      7      0      -      -      0      0      0 
 20260803    16:08:58       0    231     74      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:08:58       1    190     78      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:09:28       0    196     80      -    100     45      0      0      0      0   9501    915     40      0   5992      9      0      -      -      0      3      2 
 20260803    16:09:28       1     40     71      -      0      0      0      0      0      0    405    210      9      0   5297      7      0      -      -      0      0      0 
 20260803    16:09:58       0    230     79      -    100     45      0      0      0      0   9501   2385     37      0   5992      9      0      -      -      0      0      0 
 20260803    16:09:58       1    212     79      -    100     46      0      0      0      0   9501    930     24      0   5297      7      0      -      -      0      0      0 
 20260803    16:10:28       0    178     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:10:28       1    213     76      -      0      0      0      0      0      0   9501   2505     40      0   5297      7      0      -      -      0      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260803    16:10:58       0     98     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      3      1 
 20260803    16:10:58       1    133     77      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      3      1 
 20260803    16:11:28       0     86     73      -     42      2      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      4      1 
 20260803    16:11:28       1    181     84      -    100     43      0      0      0      0   9501    870     42      0   5297      7      0      -      -      0      3      1 
 20260803    16:11:58       0    229     74      -      0      0      0      0      0      0   9501   2505     42      0   5992      9      0      -      -      0      0      0 
 20260803    16:11:58       1     82     76      -      0      0      0      0      0      0   9501   2505     28      0   5297      7      0      -      -      0      0      0 
 20260803    16:12:28       0    207     78      -    100     46      0      0      0      0   9501    945     33      0   5992      9      0      -      -      0   5512      0 
 20260803    16:12:28       1    204     77      -    100     46      0      0      0      0   9501    915      1      0   5297      7      0      -      -      0      0      0 
 20260803    16:12:58       0    199     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:12:58       1    211     75      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:13:29       0    101     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      3      1 
 20260803    16:13:29       1    112     76      -      0      0      0      0      0      0   9501   2505     40      0   5297      7      0      -      -      0      3      1 
 20260803    16:13:59       0    115     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      4      1 
 20260803    16:13:59       1    101     78      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      3      1 
 20260803    16:14:29       0    103     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      4      1 
 20260803    16:14:29       1    156     84      -    100     44      0      0      0      0   9501    870     42      0   5297      7      0      -      -      0      3      1 
 20260803    16:14:59       0    236     74      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    16:14:59       1     41     72      -      0      0      0      0      0      0    405    210     11      0   5297      7      0      -      -      0      0      0 
 20260803    16:15:29       0    229     76      -     30      7      0      0      0      0   9501   2505     34      0   5992      9      0      -      -      0      0      0 
 20260803    16:15:29       1    216     79      -    100     45      0      0      0      0   9501   1065     19      0   5297      7      0      -      -      0      0      0 
 20260803    16:15:59       0    186     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:15:59       1    189     76      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:16:29       0    178     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:16:29       1    184     77      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:16:59       0    192     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:16:59       1    203     79      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:17:29       0    135     79      -    100     45      0      0      0      0   9501    930     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:17:29       1     84     77      -      0      0      0      0      0      0   9501   2505     35      0   5297      7      0      -      -      0      0      0 
 20260803    16:17:59       0     82     72      -      2      0      0      0      0      0   9501   2505     38      0   5992      9      0      -      -      0      1   4715 
 20260803    16:17:59       1    119     72      -    100      0      0      0      0      0   9501   2730      0      0   5297      7      0      -      -      0     65     18 
 20260803    16:18:29       0    118     72      -      0      0      0      0      0      0   9501   2505     35      0   5992      9      0      -      -      0      0    401 
 20260803    16:18:29       1    117     75      -      0      0      0      0      0      0   9501   2610     35      0   5297      7      0      -      -      0      4      1 
 20260803    16:18:59       0    155     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:18:59       1    186     78      -      0      0      0      0      0      0   9501   2730     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:19:30       0    216     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:19:30       1    237     78      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:20:00       0    230     77      -     24      6      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:20:00       1    234     82      -    100     37      0      0      0      0   9501   2160     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:20:30       0    148     73      -      0      0      0      0      0      0   9501   2505     39      0   5992      9      0      -      -      0      3      1 
 20260803    16:20:30       1     82     75      -      0      0      0      0      0      0   9501   2505     20      0   5297      7      0      -      -      0      0      0 
 20260803    16:21:00       0    114     77      -    100     49      0      0      0      0   9501    930     32      0   5992      9      0      -      -      0      4      1 
 20260803    16:21:00       1    136     77      -    100     47      0      0      0      0   9501    915      7      0   5297      7      0      -      -      0      4      1 
 20260803    16:21:30       0    146     72      -      0      0      0      0      0      0   9501   2505     39      0   5992      9      0      -      -      0      0      0 
 20260803    16:21:30       1    158     76      -      0      0      0      0      0      0   9501   2730     39      0   5297      7      0      -      -      0      0      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260803    16:22:00       0    229     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:22:00       1    242     80      -     36      4      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:22:30       0    126     78      -    100     46      0      0      0      0   9501    945     38      0   5992      9      0      -      -      0      3      1 
 20260803    16:22:30       1    155     84      -    100     44      0      0      0      0   9501    855     39      0   5297      7      0      -      -      0     17      3 
 20260803    16:23:00       0    151     73      -      0      0      0      0      0      0   9501   2505     39      0   5992      9      0      -      -      0      4      1 
 20260803    16:23:00       1    132     84      -     92     49      0      0      0      0   9501    855     41      0   5297      7      0      -      -      0      3      1 
 20260803    16:23:30       0    131     78      -    100     54      0      0      0      0   9501    885     40      0   5992      9      0      -      -      0     17      5 
 20260803    16:23:30       1     40     71      -      0      0      0      0      0      0    405    210      9      0   5297      7      0      -      -      0      0      0 
 20260803    16:24:00       0     83     72      -      9      0      0      0      0      0   9501   2505     32      0   5992      9      0      -      -      0      4      1 
 20260803    16:24:00       1    110     73      -      0      0      0      0      0      0   9501   2505     20      0   5297      7      0      -      -      0      4      1 
 20260803    16:24:30       0    205     79      -    100     45      0      0      0      0   9501    915     41      0   5992      9      0      -      -      0      0      0 
 20260803    16:24:30       1    174     81      -    100     46      0      0      0      0   9501    870     41      0   5297      7      0      -      -      0      0      0 
 20260803    16:25:01       0    233     74      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    16:25:01       1    243     78      -      0      0      0      0      0      0   9501   2505     42      0   5297      7      0      -      -      0      0      0 
 20260803    16:25:31       0    157     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0   4111    652 
 20260803    16:25:31       1    173     78      -      0      0      0      0      0      0   9501   2505     41      0   5297      7      0      -      -      0      5      1 
 20260803    16:26:01       0    230     75      -      0      0      0      0      0      0   9501   2505     42      0   5992      9      0      -      -      0      0      0 
 20260803    16:26:01       1     83     77      -      0      0      0      0      0      0   9501   2505     32      0   5297      7      0      -      -      0      0      0 
 20260803    16:26:31       0     83     71      -      0      0      0      0      0      0   9501   2505     33      0   5992      9      0      -      -      0      0      0 
 20260803    16:26:31       1    108     71      -      0      0      0      0      0      0   9501   2730      0      0   5297      7      0      -      -      0      0      0 
 20260803    16:27:01       0    124     78      -    100     46      0      0      0      0   9501    915     40      0   5992      9      0      -      -      0      4      1 
 20260803    16:27:01       1    115     80      -    100     54      0      0      0      0   9501    915     40      0   5297      7      0      -      -      0      3      1 
 20260803    16:27:31       0    220     79      -    100     46      0      0      0      0   9501   1545     42      0   5992      9      0      -      -      0      0      0 
 20260803    16:27:31       1    211     82      -    100     44      0      0      0      0   9501    885     42      0   5297      7      0      -      -      0      0      0 
 20260803    16:28:01       0    212     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      0      0 
 20260803    16:28:01       1    243     78      -      0      0      0      0      0      0   9501   2505     42      0   5297      7      0      -      -      0      0      0 
 20260803    16:28:31       0    148     73      -      0      0      0      0      0      0   9501   2505     40      0   5992      9      0      -      -      0      5      1 
 20260803    16:28:31       1    182     78      -      0      0      0      0      0      0   9501   2505     42      0   5297      7      0      -      -      0      3      1 
 20260803    16:29:01       0    211     74      -      0      0      0      0      0      0   9501   2505     41      0   5992      9      0      -      -      0      0      0 
 20260803    16:29:01       1     41     72      -      0      0      0      0      0      0    405    210     12      0   5297      7      0      -      -      0      0      0 
 20260803    16:29:31       0    122     72      -      0      0      0      0      0      0   9501   2505     33      0   5992      9      0      -      -      0      0      0 
 20260803    16:29:31       1    149     73      -      0      0      0      0      0      0   9501   2505     19      0   5297      7      0      -      -      0      0      0 
 20260803    16:30:01       0    159     79      -    100     44      0      0      0      0   9501   1005     41      0   5992      9      0      -      -      0      3      1 
